31,48,79,96
30,49,78,97
29,50,77,98
28,51,76,99
27,52,75,100
26,53,74,101
25,54,73,102
24,55,72,103
23,56,71,104
22,57,70,105
21,58,69,106
20,59,68,107
19,60,67,108
18,61,66,109
17,62,65,110
16,63,64,111
15,32,95,112
14,33,94,113
13,34,93,114
12,35,92,115
11,36,91,116
10,37,90,117
9,38,89,118
8,39,88,119
7,40,87,120
6,41,86,121
5,42,85,122
4,43,84,123
3,44,83,124
2,45,82,125
1,46,81,126
0,47,80,127
