J1.1,205,J1.3,210,,J2.1,190,J2.3,185
,205,,210,,,190,,190
,205,,210,,,190,,190
,205,,205,,,190,,190
,205,,205,,,190,,190
,205,,205,,,190,,190
,205,,205,,,190,,190
,205,,205,,,190,,190
,200,,205,,,190,,190
,200,,200,,,190,,190
,200,,200,,,190,,190
,200,,200,,,190,,195
,200,,200,,,190,,195
,200,,200,,,195,,200
,200,,200,,,195,,195
,200,,200,,,195,,200
,200,,200,,,195,,200
,200,,200,,,195,,200
,200,,200,,,195,,200
,195,,195,,,195,,200
,195,,195,,,195,,200
,195,,195,,,195,,200
,195,,195,,,195,,200
,195,,195,,,200,,200
,195,,195,,,200,,200
,195,,195,,,200,,200
,195,,195,,,200,,205
,195,,195,,,200,,205
,195,,195,,,200,,205
,195,,195,,,205,,205
,195,,195,,,200,,205
,195,,195,,,205,,205
