J1.1,170,J1.3,115,,J2.1,195,J2.3,105
J1.4,170,,115,,,195,,110
,210,,75,,,195,,110
,205,,70,,,195,,110
,205,,75,,,195,,110
,205,,75,,,195,,115
,205,,75,,,195,,115
,200,,75,,,195,,115
,200,,75,,,195,,115
,200,,75,,,195,,120
,200,,80,,,200,,120
,200,,80,,,200,,120
,200,,80,,,200,,125
,195,,80,,,200,,125
,200,,80,,,200,,130
,200,,80,,,200,,130
,200,,85,,,200,,130
,200,,85,,,200,,130
,200,,90,,,200,,130
,195,,90,,,200,,135
,195,,95,,,200,,140
,195,,95,,,200,,140
,195,,95,,,200,,140
,195,,95,,,200,,140
,190,,95,,,200,,145
,195,,100,,,205,,145
,195,,100,,,205,,150
,190,,100,,,205,,150
,195,,100,,,205,,155
,195,,105,,,205,,155
,195,,105,,,210,,110
,195,,105,,,210,,110
