J1.1,160,J1.3,205,,J2.1,185,J2.3,190
,155,,205,,,190,,190
,160,,205,,,190,,190
,160,,200,,,190,,190
,160,,205,,,190,,190
,160,,200,,,190,,190
,160,,200,,,190,,190
,160,,200,,,190,,190
,160,,200,,,190,,190
,160,,195,,,190,,190
,160,,200,,,190,,190
,165,,195,,,190,,195
,165,,195,,,190,,195
,165,,195,,,190,,195
,165,,195,,,190,,195
,165,,195,,,195,,195
,170,,195,,,195,,195
,170,,195,,,195,,195
,170,,195,,,190,,195
,170,,195,,,190,,195
,175,,195,,,195,,195
,175,,195,,,195,,200
,175,,195,,,195,,200
,180,,190,,,195,,200
,180,,190,,,195,,200
,180,,190,,,200,,200
,180,,190,,,200,,200
,180,,190,,,200,,205
,185,,190,,,200,,205
,185,,190,,,200,,200
,185,,190,,,200,,200
,185,,190,,,205,,205
