J1.1,155,J1.3,155,,J2.1,150,J2.3,150
J1.4,65,,160,,,80,,150
,155,,160,,,145,,150
,65,,155,,,80,,150
,155,,155,,,145,,145
,65,,155,,,80,,155
,160,,155,,,145,,150
,65,,155,,,80,,150
,150,,155,,,150,,145
,65,,155,,,80,,150
,150,,155,,,145,,150
,65,,150,,,85,,150
,150,,155,,,150,,150
,65,,155,,,90,,150
,150,,155,,,150,,150
,70,,155,,,90,,155
,150,,155,,,150,,150
,70,,150,,,95,,150
,150,,150,,,150,,150
,70,,150,,,95,,150
,150,,150,,,150,,150
,70,,150,,,95,,150
,150,,150,,,150,,150
,70,,150,,,100,,150
,150,,150,,,155,,150
,70,,150,,,100,,155
,150,,150,,,155,,155
,75,,150,,,105,,155
,150,,150,,,155,,155
,75,,150,,,110,,160
,150,,150,,,155,,160
,80,,150,,,110,,160
