J1.1,165,J1.3,165,,J2.1,155,J2.3,155
,120,,165,,,85,,155
,165,,165,,,155,,155
,115,,165,,,80,,155
,165,,165,,,155,,150
,110,,165,,,80,,155
,165,,165,,,150,,155
,110,,160,,,75,,155
,165,,160,,,150,,150
,105,,160,,,75,,155
,160,,160,,,150,,155
,105,,160,,,75,,155
,160,,160,,,155,,155
,100,,160,,,75,,155
,110,,160,,,155,,155
,100,,160,,,75,,160
,160,,160,,,155,,160
,100,,155,,,75,,160
,160,,160,,,155,,160
,100,,155,,,75,,155
,155,,155,,,155,,160
,90,,155,,,70,,160
,155,,155,,,160,,160
,90,,155,,,75,,160
,155,,155,,,160,,155
,90,,155,,,75,,160
,155,,155,,,165,,160
,85,,155,,,75,,160
,155,,155,,,165,,160
,85,,155,,,75,,165
,155,,155,,,165,,165
,85,,155,,,75,,160
