J1.1,200,J1.3,205,,J2.1,190,J2.3,190
,205,,205,,,190,,190
,205,,205,,,190,,185
,205,,205,,,190,,185
,205,,205,,,190,,185
,200,,200,,,190,,185
,200,,200,,,190,,180
,200,,200,,,195,,180
,200,,200,,,190,,180
,200,,200,,,190,,180
,200,,200,,,190,,180
,195,,200,,,190,,180
,195,,200,,,190,,175
,195,,200,,,195,,175
,195,,200,,,195,,175
,195,,200,,,200,,175
,195,,200,,,195,,175
,195,,200,,,200,,170
,195,,200,,,200,,170
,195,,200,,,200,,170
,195,,200,,,200,,170
,195,,195,,,200,,170
,190,,195,,,200,,170
,190,,195,,,200,,170
,190,,195,,,200,,165
,190,,195,,,200,,165
,190,,195,,,200,,165
,190,,195,,,200,,165
,190,,195,,,200,,165
,190,,195,,,205,,165
,190,,195,,,200,,165
,190,,190,,,205,,160
