J1.1,200,J1.3,160,,J2.1,190,J2.3,190
J1.4,200,,155,,,100,,100
,200,,205,,,190,,190
,155,,155,,,95,,95
,200,,200,,,190,,190
,150,,150,,,90,,90
,195,,200,,,190,,190
,145,,145,,,90,,90
,195,,200,,,190,,190
,140,,140,,,85,,90
,195,,200,,,190,,195
,135,,135,,,85,,85
,195,,195,,,195,,195
,130,,130,,,85,,85
,195,,130,,,195,,195
,195,,130,,,85,,85
,195,,195,,,195,,195
,130,,125,,,80,,80
,195,,195,,,195,,200
,120,,120,,,80,,80
,195,,195,,,195,,200
,120,,120,,,80,,80
,190,,190,,,200,,200
,115,,115,,,75,,80
,190,,190,,,200,,200
,110,,110,,,75,,75
,190,,190,,,200,,200
,110,,105,,,75,,75
,190,,190,,,200,,200
,105,,105,,,70,,70
,190,,190,,,170,,165
,100,,100,,,170,,170
